Построить поверхность;;;;;;;;;;;;;;;;;;;;;;;
-0,1;0,098508682;0,079510699;0,062513506;0,047517576;0,034523787;0,023533936;0,014552138;0,007589466;0,002683282;0;0;0;-0,002683282;-0,007589466;-0,014552138;-0,023533936;-0,034523787;-0,047517576;-0,062513506;-0,079510699;-0,098508682;;
0;0;0;0;0;0;0;0;0;0;0;#ДЕЛ/0!;0;0;0;0;0;0;0;0;0;0;;
0,1;-0,098508682;-0,079510699;-0,062513506;-0,047517576;-0,034523787;-0,023533936;-0,014552138;-0,007589466;-0,002683282;0;0;0;0,002683282;0,007589466;0,014552138;0,023533936;0,034523787;0,047517576;0,062513506;0,079510699;0,098508682;;
0,2;-0,18827149;-0,150332807;-0,1164171;-0,086537155;-0,060715731;-0,038996021;-0,021466253;-0,008320503;0;0,002683282;0;-0,002683282;0;0,008320503;0,021466253;0,038996021;0,060715731;0,086537155;0,1164171;0,150332807;0,18827149;;
0,3;-0,261486576;-0,204915592;-0,154494314;-0,110297404;-0,072448602;-0,04115966;-0,0168;0;0,008320503;0,007589466;0;-0,007589466;-0,008320503;0;0,0168;0,04115966;0,072448602;0,110297404;0,154494314;0,204915592;0,261486576;;
0,4;-0,311968168;-0,237591003;-0,171730021;-0,114608095;-0,066564024;-0,028111277;0;0,0168;0,021466253;0,014552138;0;-0,014552138;-0,021466253;-0,0168;0;0,028111277;0,066564024;0,114608095;0,171730021;0,237591003;0,311968168;;
0,5;-0,335410197;-0,244764037;-0,165359669;-0,097648017;-0,04225217;0;0,028111277;0,04115966;0,038996021;0,023533936;0;-0,023533936;-0,038996021;-0,04115966;-0,028111277;0;0,04225217;0,097648017;0,165359669;0,244764037;0,335410197;;
0,6;-0,329277283;-0,224653579;-0,1344;-0,059222015;0;0,04225217;0,066564024;0,072448602;0,060715731;0,034523787;0;-0,034523787;-0,060715731;-0,072448602;-0,066564024;-0,04225217;0;0,059222015;0,1344;0,224653579;0,329277283;;
0,7;-0,292465796;-0,176814897;-0,079020553;0;0,059222015;0,097648017;0,114608095;0,110297404;0,086537155;0,047517576;0;-0,047517576;-0,086537155;-0,110297404;-0,114608095;-0,097648017;-0,059222015;0;0,079020553;0,176814897;0,292465796;;
0,8;-0,224890217;-0,101647667;0;0,079020553;0,1344;0,165359669;0,171730021;0,154494314;0,1164171;0,062513506;0;-0,062513506;-0,1164171;-0,154494314;-0,171730021;-0,165359669;-0,1344;-0,079020553;0;0,101647667;0,224890217;;
0,9;-0,127103299;0;0,101647667;0,176814897;0,224653579;0,244764037;0,237591003;0,204915592;0,150332807;0,079510699;0;-0,079510699;-0,150332807;-0,204915592;-0,237591003;-0,244764037;-0,224653579;-0,176814897;-0,101647667;0;0,127103299;;
1;0;0,127103299;0,224890217;0,292465796;0,329277283;0,335410197;0,311968168;0,261486576;0,18827149;0,098508682;0;-0,098508682;-0,18827149;-0,261486576;-0,311968168;-0,335410197;-0,329277283;-0,292465796;-0,224890217;-0,127103299;0;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
