;;;;;;;;;;;;;;;;;;
55 to 64 years ;1 104,5 ;1 066,9 ;987,2 ;746,8;659,1;537,3;460,1;447,7;427,4;403,1;383,0;371,7;349,8;343,4;331,7;312,8;306,9;296,8
65 to 74 years;2 292,3 ;2 291,3 ;2 170,3 ;1 728,0;1 535,8;1 250,0;1 095,3;1 055,7;1 020,1;987,3;950,6;898,3;851,3;827,1;785,3;723,8;692,3;660,5
75 to 84 years ;4 825,0 ;4 742,4 ;4 534,8 ;3 834,3;3 496,9;2 968,2;2 622,9;2 540,9;2 456,0;2 403,1;2 336,4;2 248,1;2 177,3;2 110,1;2 030,3;1 893,6;1 829,4;1 743,5
85 years and over;9 659,8 ;9 788,9 ;8 426,2 ;8 752,7;8 251,8;7 418,4;6 993,5;6 897,4;6 729,5;6 554,9;6 561,6;6 430,0;6 040,5;5 823,5;5 621,5;5 239,3;5 143,4;4 819,9
FEMALE;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
  All ages, age adjusted \2;484,7 ;447,0 ;381,6 ;320,8;294,5;257,0;236,6;230,8;224,6;220,7;218,1;210,9;203,9;197,2;190,3;177,3;172,3;162,2
White;478,0 ;441,7 ;376,7 ;315,9;289,1;250,9;230,8;225,3;219,4;215,3;212,8;205,6;198,7;192,1;185,4;172,9;168,2;158,6
Black;536,9 ;488,9 ;435,6 ;378,6;357,7;327,5;304,0;297,2;288,6;286,7;283,7;277,6;269,8;263,2;253,8;236,5;228,3;212,5
American Indian, Alaska Native;(NA);(NA);(NA);175,4;170,0;153,1;164,8;161,9;163,0;163,9;163,0;143,6;127,0;123,6;127,5;119,9;115,9;113,2
Asian, Pacific Islander;(NA);(NA);(NA);132,3;149,4;149,2;137,6;131,0;125,7;124,2;124,2;115,7;112,9;108,1;104,2;96,1;91,9;87,3
Hispanic origin \4;(NA);(NA);(NA);(NA);195,9;177,2;173,8;167,6;169,7;168,7;172,3;163,7;161,0;149,7;145,8;130,0;129,1;118,9
Non-Hispanic, White \4;(NA);(NA);(NA);(NA);287,2;252,6;231,5;226,2;220,6;216,4;213,9;206,8;200,0;193,7;187,1;175,1;170,3;160,9
;;;;;;;;;;;;;;;;;;
  All ages, crude \3;288,4 ;300,6 ;304,5 ;305,1;305,2;281,8;275,5;271,3;266,1;263,6;262,6;255,3;249,0;242,7;236,2;221,6;218,9;208,0
;;;;;;;;;;;;;;;;;;
Under 1 year;2,9 ;5,4 ;10,9 ;20,0;22,0;18,3;17,0;15,9;14,9;16,2;13,7;12,5;12,0;11,8;9,8;9,7;8,0;7,9
1 to 14 years ;1,2 ;1,1 ;1,6 ;2,5;2,2;1,9;1,5;1,4;1,2;1,3;1,1;1,0;1,4;1,0;1,3;1,2;0,9;0,9
5 to 14 years;2,2 ;1,2 ;0,8 ;0,9;1,0;0,8;0,7;0,8;0,7;0,7;0,6;0,5;0,7;0,6;0,5;0,6;0,6;0,6
15 to 24 years ;6,7 ;3,7 ;2,3 ;2,1;2,1;1,8;2,1;2,0;2,3;2,1;2,1;2,1;1,8;1,7;2,1;1,7;1,7;1,8
25 to 34 years ;16,2 ;11,3 ;7,7 ;5,3;5,0;5,0;5,4;5,4;5,5;5,6;5,4;5,2;5,6;5,2;5,7;5,2;5,3;5,1
35 to 44 years;55,1 ;38,2 ;32,2 ;21,4;18,3;15,1;17,0;16,7;16,4;17,2;17,5;17,2;17,6;18,0;18,6;17,7;17,1;17,0
45 to 54 years;177,2 ;127,5 ;109,9 ;84,5;74,4;61,0;55,4;56,2;53,5;52,0;51,0;49,8;50,7;50,6;50,2;49,6;49,2;48,5
55 to 64 years ;510,0 ;429,4 ;351,6 ;272,1;252,1;215,7;192,6;187,8;180,3;172,2;165,6;159,3;151,8;147,2;141,9;131,5;129,1;124,1
65 to 74 years;1 419,3 ;1 261,3 ;1 082,7 ;828,6;746,1;616,8;554,9;539,6;524,5;517,9;497,9;474,0;455,9;440,1;417,5;388,6;372,7;346,3
75 to 84 years ;3 872,0 ;3 582,7 ;3 120,8 ;2 497,0;2 220,4;1 893,8;1 692,7;1 647,6;1 587,5;1 554,6;1 533,9;1 475,1;1 428,9;1 389,7;1 331,1;1 245,6;1 210,5;1 136,7
85 years and over;8 796,1 ;9 016,8 ;7 591,8 ;7 350,5;7 037,6;6 478,1;6 159,6;6 011,6;5 915,4;5 836,9;5 862,1;5 720,9;5 506,8;5 283,3;5 126,7;4 741,5;4 610,8;4 322,1
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
